Index,patentID,Title,Inventor,Assignee,Score,Publication_Date,Grant_Date,Priority_Date,Status,kw1,kw2,kw3,kw4,kw5,URL,Iteration,Citation_Forward,Citation_Backward
36,CN111935370A,"Camera module, shooting method and device",徐爱新|孟伟|黄庆跃|王旭,Kunshan Q Technology Co Ltd,329,2020-11-13,,2020-07-10,Pending,"tlens|3,TLENS|3","adjustable lens|3,integral lens|1",polymer|1,"voice coil motor|4,liquid crystal|3,SMA|4","camera module|49,depth of field|16,video conferencing|1,time of flight|5,depth information|2,digital camera|1,TOF|102","=HYPERLINK(""https://patents.google.com/patent/CN111935370A/en"")",0,,"CN104469168A,CN106937028A,CN109756654A,CN109031329A"
37,CN209388022U,Autozoom telephoto lens,吴琪|金兑映,Liaoning Zhonglan Photoelectric Technology Co Ltd,342,2019-09-13,2019-09-13,2019-03-26,Active,tlens|10,"glass lens|3,postposition camera lens|1,autozoom telephoto lens|21",,,"telephoto|36,digital zoom|4,mobile phone cameras|1,telescope|2,telephoto lens|35","=HYPERLINK(""https://patents.google.com/patent/CN209388022U/en"")",0,,
40,CN209167649U,The high pixel micromirrors head of autozoom,宋亮|金兑映,Liaoning Zhonglan Photoelectric Technology Co Ltd,309,2019-07-26,2019-07-26,2018-12-06,Active,tlens|18,plastic lens|13,polymer|2,,,"=HYPERLINK(""https://patents.google.com/patent/CN209167649U/en"")",0,US11125979B2,
41,CN109451237A,A kind of focusing AA method and apparatus of camera module,高艳朋,Truly Opto-electronics Ltd,368,2019-03-08,2020-11-03,2018-11-13,Active,tlens|27,"adjustable lens|22,polymeric lens|1",polymer|6,voice coil motor|2,camera module|104,"=HYPERLINK(""https://patents.google.com/patent/CN109451237A/en"")",0,"CN110708447A,CN110730309A,CN111263034A,CN111711813A,CN111726527A,CN111855156A","CN2290060Y,CN102662293A,CN204993615U,US20170251925A1,CN106791425A,CN107295253A,CN108259715A"
46,CN113534409A,"Zoom optical system, image capturing module and electronic equipment",刘彬彬|邹海荣|李明,Jiangxi Jingchao Optical Co Ltd,240,2021-10-22,2022-05-13,2021-06-30,Active,tlens|2,"glass lens|1,cemented lens|5,liquid lens|1","polymer|1,temperature resistance|1,effective focal length|30",,"autofocus|2,auto focus|2,miniaturized design|7","=HYPERLINK(""https://patents.google.com/patent/CN113534409A/en"")",0,,"JPH1130744A,JP2000231009A,JP2006126739A,CN1959444A,US20080267603A1,US20100321788A1,KR20110067548A,US20120013990A1,CN205318000U,CN111656765A,CN112241059A,US20210048629A1,CN112526707A,CN112505809A"
47,CN113568127A,"Camera module, assembling method thereof and electronic equipment",李巍|吴军|龚美茹,Jiangxi Jingchao Optical Co Ltd,239,2021-10-29,,2021-09-24,Pending,T-lens|1,"adjustable lens|117,tunable lens|24",laser direct structuring|7,cavity|2,camera module|111,"=HYPERLINK(""https://patents.google.com/patent/CN113568127A/en"")",0,,"TW201144888A,CN202660334U,WO2015005712A1,CN110431834A,CN111656276A,CN108322632A,CN208207475U,CN110275262A,CN109905580A,CN213754658U"
51,CN113687371A,"Light emission module, depth camera and terminal",刘海亮,Oppo,479,2021-11-23,,2021-08-09,Pending,T-lens|4,"adjustable lens|67,refractive lens|3,micro lens|9,plane phase lens|3,fresnel lens|5,phase-type lens|2,phase lens|11,liquid lens|4,tunable lens|33,tunable microlens|1","t-lens module|4,optical film layer|2","chamber|6,VCM |1","depth camera|20,depth information|4,TOF|5","=HYPERLINK(""https://patents.google.com/patent/CN113687371A/en"")",0,,
54,CN215529114U,LDS lens base applied to camera module,高华春|胡德超|邓乾志,Kunshan Northtar Electronic Technology Co Ltd,552,2022-01-14,2022-01-14,2021-07-06,Active,"tlens|2,Tlens module|2",lds lens|10,"laser direct structuring|1,LDS|16",,camera module|15,"=HYPERLINK(""https://patents.google.com/patent/CN215529114U/en"")",0,,
55,CN215529115U,LDS (laser direct structuring) integrated lens applied to camera module,高华春|胡德超|刘婉婷,Kunshan Northtar Electronic Technology Co Ltd,729,2022-01-14,2022-01-14,2021-07-08,Active,"tlens|9,Tlens module|9","focusing lens|2,plastic lens|3,non-integral lens|1,integral lens|3,single lens|4","lens body|23,laser direct structuring|7,LDS|9",,camera module|15,"=HYPERLINK(""https://patents.google.com/patent/CN215529115U/en"")",0,,
57,CN113933964A,"Optical lens, camera module and electronic equipment",张文燕|邹金华|李明,Jiangxi Jingchao Optical Co Ltd,447,2022-01-14,,2021-10-13,Pending,T-lens|4,"adjustable lens|1,aspheric surface lens|1,aspheric lens|9","effective focal length|27,t-lens module|1,focusing layer|152,piezoelectric actuator|3,EFL|49",,"auto focus|1,camera module|24,depth of field|5,miniaturized design|3,depth information|1","=HYPERLINK(""https://patents.google.com/patent/CN113933964A/en"")",0,,
58,WO2022028248A1,Camera module and terminal device,戎琦|袁栋立|陈钧|尹跃广|王宇翔|沈倩倩,Sunny Optical,633,2022-02-10,,2020-08-04,,tlens|15,"adjustable lens|94,adjustment lens|1,liquid crystal lens|3,liquid lens|4,tlens lens|12","polymer|2,piezoelectric actuators|1,piezoelectric film|10,squeezed|5,lens body|14","closed capsule|1,voice coil motor|3,liquid crystal|4","camera module|78,selfies|1","=HYPERLINK(""https://patents.google.com/patent/WO2022028248A1/en"")",0,,"US20100176319A1,US20120092543A1,CN204065445U,CN109167909A,CN109451225A,CN210442561U,CN111447350A"
